ID,Titre,Genre,Pays_origine,Budget,Recettes,Nombre_votes,Note_moyenne,Realisateurs,Acteurs_principaux,Date_sortie
240,An Evil Tale,Horreur,,200000.0,0.0,0.0,,,,2020
241,An Island in the Continent,Documentaire,,200000.0,0.0,0.0,,,,2020
242,An Ocean Blue,Drame,,250000.0,0.0,3.0,4.7,,,2020
243,Anastasia: Once Upon a Time,Familial Aventure Fantastique,,0.0,0.0,69.0,6.1,,,2020
244,Anatomie d'une chute,Drame Policier Thriller Mystère,France,6700000.0,35634133.0,2843.0,7.54,Justine Triet,"Sandra Hüller, Swann Arlaud, Milo Machado-Graner, Antoine Reinartz, Samuel Theis",2023
245,Anaïs in Love,Drame Romance Comédie,,0.0,0.0,92.0,6.3,,,2021
246,Andre and His Olive Tree,Documentaire,,0.0,350544.0,2.0,3.5,,,2020
247,Andrés Iniesta: The Unexpected Hero,Documentaire,,0.0,0.0,254.0,7.7,Oriol Bosch,"Éric Abidal, Jordi Alba, Gianluigi Buffon",2020
248,Anelka: Misunderstood,Documentaire,,0.0,0.0,103.0,6.5,,,2020
249,Angel Falls Christmas,TV Movie Comédie Romance,,0.0,0.0,86.0,5.7,,,2021
250,Angela's Christmas Wish,Animation Familial,,0.0,0.0,88.0,6.4,,,2020
251,Angels Fallen,Horreur Fantastique Science-Fiction Action,,0.0,0.0,152.0,5.73,Ali Zamani,"Nicola Posener, Houston Rhines, Michael Teh, Li Jing, Michael Madsen",2020
252,Angry Annie,Comédie Drame,,3500000.0,0.0,33.0,8.3,,,2022
253,Angèle,Documentaire Musique,,0.0,0.0,86.0,7.1,,,2021
254,Animal,Action Drame Policier,India,13000000.0,108300000.0,193.0,6.24,Sandeep Reddy Vanga,"Ranbir Kapoor, Rashmika Mandanna, Anil Kapoor, Bobby Deol, Triptii Dimri",2023
255,Anita,Drame,,10700000.0,0.0,9.0,7.8,,,2021
256,Anjaam Pathiraa,Policier Thriller Mystère,,0.0,6561680.0,46.0,7.9,Midhun Manuel Thomas,"Kunchacko Boban, Jinu Joseph, Unnimaya Prasad",2020
257,Annette,Drame Romance,,15500000.0,3642692.0,551.0,6.8,,,2021
258,Anonymously Yours,Drame Romance,,0.0,0.0,316.0,7.7,,,2021
259,Anora,Drame Comédie Romance,United States of America,6000000.0,56286295.0,2335.0,7.05,Sean Baker,"Mikey Madison, Mark Eydelshteyn, Yuriy Borisov, Karren Karagulian, Vache Tovmasyan",2024
260,Another World,Drame,,4900000.0,0.0,84.0,6.8,,,2022
261,Ant-Man et la Guêpe : Quantumania,Action Aventure Science-Fiction,United States of America,388369742.0,476071180.0,8134.0,6.36,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors",2023
262,Antebellum,Horreur,,15000000.0,7060384.0,797.0,6.3,"Gerard Bush, Christopher Renz","Janelle Monáe, Eric Lange, Jena Malone",2020
263,Antidote,Horreur Thriller,,750000.0,0.0,17.0,5.0,Peter Daskaloff,"Ashlynn Yennie, Louis Mandylor, Augie Duke",2021
264,Any Day Now,Drame,,1324000.0,0.0,9.0,6.33,,,2020
265,Anything for Jackson,Horreur,,250000.0,0.0,164.0,7.0,Justin G. Dyck,"Sheila McCarthy, Julian Richings, Konstantina Mantelos",2020
266,Anything's Possible,Romance Comédie Drame,,10000000.0,0.0,50.0,5.9,Billy Porter,"Eva Reign, Abubakr Ali, Courtnee Carter",2022
267,Apache Junction,Western Action,,0.0,0.0,140.0,6.43,,,2021
268,Apache Leap,Drame,,140000.0,0.0,0.0,,,,2021
269,Apausalypse,Documentaire,,204000.0,0.0,1.0,9.0,,,2021
270,Ape vs. Monster,Action Aventure Science-Fiction,,0.0,0.0,119.0,6.2,,,2021
271,Apex,Action Thriller Science-Fiction,"Canada, United Arab Emirates, United States of America, United Kingdom",0.0,0.0,1084.0,5.19,Edward Drake,"Neal McDonough, Bruce Willis, Corey Large, Alexia Fast, Nels Lennarson",2021
272,Apocalypse Z : le début de la fin,Drame Action Horreur,Spain,0.0,500000.0,1096.0,6.74,Carles Torrens,"Francisco Ortiz, José María Yázpik, Berta Vázquez, Iria del Río, Marta Poveda",2024
273,Apocalypse of Ice,Aventure Science-Fiction Action,,1000000.0,0.0,13.0,4.15,,,2020
274,Apollo 10½:  A Space Age Childhood,Animation Science-Fiction Familial Aventure Comédie,,0.0,0.0,183.0,7.1,,,2022
275,Appearances,Thriller Drame Policier,,0.0,0.0,98.0,6.0,,,2020
276,Aquaman et le Royaume perdu,Action Aventure Fantastique,United States of America,205000000.0,439381226.0,3878.0,6.64,James Wan,"Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II, Randall Park, Amber Heard",2023
277,Arab Blues,Comédie Drame,,0.0,0.0,194.0,6.1,,,2020
278,Arcadian,Action Horreur Thriller Science-Fiction,"Ireland, United States of America",0.0,1134275.0,697.0,6.11,Benjamin Brewer,"Nicolas Cage, Jaeden Martell, Maxwell Jenkins, Sadie Soverall, Samantha Coughlan",2024
279,Archenemy,Action Thriller Policier Science-Fiction,,0.0,136240.0,87.0,5.5,Adam Egypt Mortimer,"Jessica Allain, Mac Brandt, Skylan Brooks",2020
280,Archipelago,Animation Documentaire,,625000.0,0.0,0.0,,,,2022
281,Architect of Brutal Poetry,Documentaire,,198060.0,0.0,0.0,,,,2021
282,Archive,Science-Fiction Drame Fantastique Thriller,,0.0,243279.0,559.0,6.2,,,2020
283,Are We Lost Forever,Drame,,0.0,0.0,663.0,7.1,David Färdmar,"Björn Elgerd, Jonathan Andersson, Michaela Thorsén",2020
284,Arena,Historique,,137000.0,0.0,0.0,,,,2021
285,"Argentina, 1985",Drame Historique,,0.0,871621.0,363.0,8.07,,,2022
286,Argylle,Action Aventure Comédie Thriller,"United Kingdom, United States of America",200000000.0,96221061.0,2602.0,6.08,Matthew Vaughn,"Bryce Dallas Howard, Sam Rockwell, Bryan Cranston, Catherine O'Hara, Henry Cavill",2024
287,Arkansas,Policier Thriller,,0.0,0.0,231.0,5.7,,,2020
288,Armageddon Time,Drame,,0.0,0.0,196.0,6.7,James Gray,"Anne Hathaway, Jeremy Strong, Banks Repeta",2022
289,Armor,Action Policier Thriller Drame,United States of America,11500000.0,0.0,225.0,5.58,Justin Routt,"Jason Patric, Sylvester Stallone, Josh Wiggins, Dash Mihok, Blake Shields",2024
290,Army of One,Action,,0.0,0.0,132.0,5.7,,,2020
291,Army of Thieves,Action Comédie Policier,"Germany, United States of America",30000000.0,46900000.0,3784.0,6.86,Matthias Schweighöfer,"Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin, Guz Khan",2021
292,Army of the Dead,Action Policier Horreur,United States of America,90000000.0,190700000.0,7985.0,6.22,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Ana de la Reguera, Theo Rossi",2021
293,Around the World in 80 Days,Animation Aventure Familial Comédie,,20000000.0,0.0,40.0,5.7,Samuel Tourneux,"Damien Frette, Julien Crampon, Kaycie Chase",2021
294,Artemis Fowl,Aventure Fantastique Science-Fiction Familial Action,,125000000.0,0.0,1465.0,5.64,,,2020
295,Arthur & Merlin: Knights of Camelot,Aventure Historique Action,,0.0,0.0,117.0,5.3,,,2020
296,Arthur Rambo,Drame,,4300000.0,0.0,714.0,6.1,Laurent Cantet,"Rabah Nait Oufella, Bilel Chegrani, Antoine Reinartz",2022
297,Arthur the King,Aventure Drame,,19000000.0,34339848.0,415.0,7.95,Simon Cellan Jones,"Mark Wahlberg, Simu Liu, Juliet Rylance",2024
298,Arthur: Malediction,Horreur Fantastique,,2400000.0,0.0,74.0,3.1,,,2022
299,Arvet,Drame,,1554600.0,0.0,0.0,,,,2021
300,Ascendant,Mystère Science-Fiction Thriller,,20000000.0,318989.0,9.0,4.5,,,2021
301,Ash,Science-Fiction Horreur Thriller,"Finland, New Zealand, United States of America",0.0,0.0,307.0,5.2,Flying Lotus,"Eiza González, Aaron Paul, Iko Uwais, Kate Elliott, Beulah Koale",2025
302,Ashens and the Polybius Heist,Comédie Aventure,,265000.0,0.0,6.0,5.7,,,2020
303,Asphalt Burning,Action Comédie,,8129089.0,0.0,107.0,5.4,,,2020
304,Assassin 33 A.D.,Science-Fiction,,0.0,0.0,92.0,5.21,,,2020
305,Assembly Required: Teyana Taylor,Documentaire Musique,,500000.0,0.0,1.0,7.0,,,2020
306,Assiégés,Guerre Drame Historique Action Histoire,United States of America,18000000.0,2133452.0,1951.0,6.89,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Ernest Cavazos, Taylor John Smith",2020
307,Asteroid City,Comédie Drame,"United States of America, Germany",25000000.0,47281670.0,2752.0,6.5,Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks, Jeffrey Wright, Tilda Swinton",2023
308,Asteroid-a-Geddon,Science-Fiction Action,,0.0,0.0,59.0,6.3,,,2020
309,Astérix & Obélix : L'Empire du Milieu,Comédie Aventure Familial,"France, Belgium",72000000.0,46497678.0,1577.0,4.85,Guillaume Canet,"Guillaume Canet, Gilles Lellouche, Vincent Cassel, Jonathan Cohen, Julie Chen",2023
310,Athena,Drame Action Aventure Thriller,France,0.0,0.0,1262.0,6.65,Romain Gavras,"Dali Benssalah, Anthony Bajon, Alexis Manenti, Ouassini Embarek, Sami Slimane",2022
311,Athlete A,Documentaire,,0.0,0.0,219.0,7.67,"Bonni Cohen, Jon Shenk","Maggie Nichols, Gina Nichols, John Nichols",2020
312,Atlas,Science-Fiction Action,United States of America,100000000.0,0.0,1687.0,6.72,Brad Peyton,"Jennifer Lopez, Simu Liu, Sterling K. Brown, Gregory James Cohan, Abraham Popoola",2024
313,Atomic Hope: Inside the Pro-Nuclear Movement,Documentaire,,160000.0,0.0,0.0,,,,2023
314,Attack,Action Science-Fiction Thriller,India,9600000.0,2600000.0,298.0,6.98,Lakshya Raj Anand,"John Abraham, Serena Walia, Rakul Preet Singh, Prakash Raj, Ratna Pathak Shah",2022
315,Attack of the Hollywood Clichés!,Documentaire,,0.0,0.0,77.0,6.1,,,2021
316,Attack on Finland,Action Thriller,,8476000.0,0.0,41.0,5.79,Aku Louhimies,"Jasper Pääkkönen, Nanna Blondell, Sverrir Gudnason",2021
317,Attack on Titan: Chronicle,Animation Action Fantastique Aventure,,0.0,0.0,160.0,7.6,,,2020
318,Attention Attention,Musique,,1000000.0,0.0,0.0,,,,2021
319,Attraction 2 : Invasion,Science-Fiction Drame Action,Russia,8819200.0,32104054.0,1501.0,6.88,Fiodor Bondartchouk,"Александр Петров, Ирина Старшенбаум, Олег Меньшиков, Риналь Мухаметов, Yuriy Borisov",2020
320,Au plaisir de se faire trahir,Drame Mystère Romance,Brazil,0.0,0.0,202.0,6.34,Diego Freitas,"Giovanna Lancellotti, Leandro Lima, Camilla de Lucas, Bruno Montaleone, Micael Borges",2023
321,Au-delà des apparences,Thriller Drame Mystère,United States of America,0.0,0.0,191.0,5.25,"James Krisel, Colin Krisel","Zach Avery, Samara Weaving, Carly Chaikin, Pasha D. Lychnikoff, Hal Ozsan",2020
322,Audible,Documentaire,,0.0,0.0,57.0,6.9,,,2021
323,Auf der anderen Seite die Freiheit,Aventure Drame,,53000.0,0.0,0.0,,,,2022
324,Aurinko in Adagio,Drame,,100000.0,0.0,0.0,,,,2021
325,Authentik,Musique Drame,,0.0,0.0,94.0,6.5,,,2021
326,Autobiography,Drame Thriller Policier,,362932.0,0.0,4.0,8.8,,,2023
327,Ava,Action Policier Drame Aventure Thriller,United States of America,0.0,2987741.0,4808.0,5.82,Tate Taylor,"Jessica Chastain, John Malkovich, Common, Colin Farrell, Geena Davis",2020
328,"Avalonia, l'étrange voyage",Animation Familial Aventure Science-Fiction Fantastique,United States of America,180000000.0,73621640.0,2153.0,6.38,Don Hall,"Jake Gyllenhaal, Dennis Quaid, Jaboukie Young-White, Gabrielle Union, Lucy Liu",2022
329,Avatar : La Voie de l'eau,Science-Fiction Aventure Action,United States of America,460000000.0,2320250281.0,22436.0,7.63,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet",2022
330,Avatar: Fire and Ash,Science-Fiction Aventure Fantastique,,400000000.0,0.0,0.0,,,,2025
331,Awake,Drame Science-Fiction Thriller,,0.0,0.0,901.0,6.0,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Lucius Hoyos",2021
332,Away From Home - The Global Streaming Event,Documentaire Musique,,1000.0,1000000.0,5.0,9.8,,,2021
333,Awoken,Horreur Thriller Mystère,,0.0,0.0,64.0,5.9,,,2020
334,Ayaanle,Drame,,400000.0,0.0,0.0,,,,2022
335,Ayalaan,Science-Fiction Action Aventure Thriller,,12000000.0,0.0,0.0,,,,2024
336,Azor,Drame Thriller,,0.0,74701.0,40.0,6.5,Andreas Fontana,"Fabrizio Rongione, Stéphanie Cléau, Carmen Iriondo",2021
337,"Azraël, l'ange de la mort",Action Horreur Thriller,"Estonia, United States of America",12000000.0,631272.0,326.0,5.99,E.L. Katz,"Samara Weaving, Vic Carmen Sonne, Katariina Unt, Peter Christoffersen, Nathan Stewart-Jarrett",2024
338,Açaí,Comédie Aventure,,1410384.0,1410384.0,1.0,6.0,,,2020
339,BAC Nord,Thriller Action Policier,France,14479740.0,0.0,2326.0,7.39,Cédric Jimenez,"Gilles Lellouche, François Civil, Karim Leklou, Adèle Exarchopoulos, Cyril Lecomte",2021
340,"BARDO, False Chronicle of a Handful of Truths",Comédie Drame,,0.0,0.0,142.0,7.1,,,2022
341,BBQ,Science-Fiction Musique,,60000.0,0.0,0.0,,,,2020
342,BDE,Comédie,,0.0,0.0,74.0,4.7,,,2023
343,BIA: An Upside Down World,Comédie Drame Familial,,0.0,0.0,121.0,7.8,,,2021
344,BLACKPINK: Light Up the Sky,Documentaire Musique,,0.0,0.0,486.0,8.2,,,2020
345,BLACKPINK: The Movie,Musique Documentaire,,0.0,0.0,56.0,8.58,,,2021
346,BLANKO,Comédie Mystère,,50000.0,0.0,0.0,,,,2021
347,BLUE LOCK LE FILM -ÉPISODE NAGI-,Animation Action Drame,Japan,0.0,14291561.0,196.0,7.42,石川俊介,"Nobunaga Shimazaki, 内田雄馬, Kazuyuki Okitsu, Kazuki Ura, Tasuku Kaito",2024
348,BTS Map of the Soul ON:E - Day 1,Musique,,0.0,48000000.0,7.0,9.4,,,2020
349,BTS Map of the Soul ON:E - Day 2,Musique Documentaire,,0.0,48000000.0,4.0,9.5,,,2020
350,BTS Permission to Dance On Stage - Seoul: Live Viewing,Musique Documentaire,,0.0,32600000.0,93.0,9.3,,,2022
351,Baaghi 3,Action Aventure Thriller,,7952450.0,0.0,86.0,7.28,,,2020
352,Baba Yaga: Terror of the Dark Forest,Horreur,,0.0,0.0,190.0,5.9,,,2020
353,Baby Boss 2 : Une affaire de famille,Animation Comédie Aventure Familial,United States of America,82000000.0,146745280.0,5027.0,7.38,Tom McGrath,"Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt, Jeff Goldblum",2021
354,Baby Boss : Le bonus de Noël,Animation Familial Aventure,United States of America,0.0,0.0,308.0,6.7,"Matt Engstrom, Christo Stamboliev","JP Karliak, Pierce Gagnon, Amaryllis Aubel, Jodi Benson, Alex Cazares",2022
355,Baby Bulldog,Familial Comédie Drame,,13000000.0,0.0,3.0,5.0,,,2020
356,Baby bluff,Comédie Romance,United States of America,0.0,0.0,253.0,5.63,Tyler Spindel,"Amy Schumer, Jillian Bell, Brianne Howey, Will Forte, Lizze Broadway",2025
357,Babygirl,Drame,"United States of America, Netherlands",20000000.0,60934894.0,794.0,5.75,Halina Reijn,"Nicole Kidman, Harris Dickinson, Antonio Banderas, Esther-Rose McGregor, Sophie Wilde",2024
358,Babylon,Drame Comédie,United States of America,78000000.0,65267446.0,6112.0,7.39,Damien Chazelle,"Diego Calva, Margot Robbie, Brad Pitt, Jovan Adepo, Jean Smart",2022
359,Babyteeth,Drame Comédie Romance,,0.0,989310.0,268.0,6.9,,,2020
360,Back in Action,Action Comédie,United States of America,0.0,0.0,1274.0,6.45,Seth Gordon,"Jamie Foxx, Cameron Diaz, McKenna Roberts, Rylan Jackson, Kyle Chandler",2025
361,Back to Business,Action Comédie Romance,United States of America,18000000.0,17669058.0,222.0,5.88,Jonathan Eusebio,"Ke Huy Quan, Ariana DeBose, 吳彥祖, Mustafa Shakir, Lio Tipton",2025
362,Backstreet Dogs,Comédie Aventure,United States of America,46000000.0,32000000.0,915.0,7.24,Josh Greenbaum,"Will Ferrell, Jamie Foxx, Isla Fisher, Randall Park, Will Forte",2023
363,Backstreet to the American Dream,Animation Documentaire,,100000.0,0.0,0.0,,,,2021
364,Backyard Village,Comédie Drame,,220000.0,0.0,0.0,,,,2021
365,Bad Boys : Ride or Die,Action Policier Thriller Comédie Aventure,United States of America,100000000.0,404547819.0,3415.0,7.32,"Adil El Arbi, Bilall Fallah","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Paola Nuñez",2024
366,Bad Boys for Life,Thriller Action Policier,United States of America,90000000.0,426505244.0,15784.0,7.16,"Bilall Fallah, Adil El Arbi","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Charles Melton",2020
367,Bad Luck Banging or Loony Porn,Comédie,,0.0,0.0,139.0,6.5,,,2021
368,Bad Tales,Drame,,0.0,0.0,499.0,6.79,,,2020
369,Bad Trip,Comédie,,0.0,0.0,404.0,6.0,,,2021
370,Bad Women,Comédie,,1650000.0,0.0,1.0,6.0,,,2022
371,Bade Miyan Chote Miyan,Action Comédie Science-Fiction,,42105000.0,0.0,0.0,,,,2024
372,Badland Hunters,Action Science-Fiction Drame,,0.0,0.0,160.0,6.95,,,2024
373,Baggage Red,Thriller,,150000.0,0.0,52.0,4.0,Christiano Evans,"Alessandro Anglani, Simon Bass, Lucia Caporaso",2020
374,Baggio: The Divine Ponytail,Drame,,0.0,0.0,375.0,6.4,,,2021
375,Baghead,Horreur,"Germany, United Kingdom, United States of America",0.0,6671780.0,672.0,6.58,Alberto Corredor,"Freya Allan, Jeremy Irvine, Ruby Barker, Peter Mullan, Anne Müller",2023
376,Bagman,Horreur Thriller,United States of America,14500000.0,0.0,342.0,6.27,Colm McCarthy,"Sam Claflin, Antonia Thomas, Caréll Vincent Rhoden, Will Davis, Adelle Leonce",2024
377,Baikal: The Heart of the World 3D,Documentaire Familial,,6000000.0,0.0,3.0,9.3,,,2021
378,Ballbuster,Comédie,,5000000.0,0.0,3.0,5.7,,,2020
379,Balle perdue,Action Thriller Policier,"Belgium, France",0.0,0.0,1547.0,6.6,Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Rod Paradot, Ramzy Bedia, Stéfi Celma",2020
380,Balle perdue 3,Action Policier Thriller Drame,"Belgium, France",0.0,0.0,192.0,6.62,Guillaume Pierret,"Alban Lenoir, Stéfi Celma, Nicolas Duvauchelle, Gérard Lanvin, Pascale Arbillot",2025
381,Ballerina,Action Aventure Policier Thriller,United States of America,90000000.0,100818000.0,406.0,7.05,Len Wiseman,"Ana de Armas, Keanu Reeves, Ian McShane, Anjelica Huston, Gabriel Byrne",2025
382,Ballerina,Action Thriller,South Korea,0.0,0.0,578.0,7.0,이충현,"전종서, 김지훈, 박유림, 신세휘, 박형수",2023
383,Balloon Animal,Drame,,650000.0,0.0,1.0,10.0,,,2022
384,Ballsy Girl,Comédie,,0.0,0.0,226.0,5.4,,,2020
385,"Bambi, l'histoire d'une vie dans les bois",Aventure Familial Documentaire,France,0.0,1419154.0,30.0,5.8,Michel Fessler,"Mylène Farmer, Senta Berger, Arja Koriseva",2024
386,BanG Dream! Episode of Roselia I: Promise,Animation Musique Drame,,0.0,1128578.0,4.0,5.9,,,2021
387,BanG Dream! Episode of Roselia II: Song I am.,Animation Musique Drame,,0.0,122055.0,2.0,8.0,,,2021
388,BanG Dream! FILM LIVE 2nd Stage,Animation Musique Comédie,,0.0,283558.0,4.0,6.8,,,2021
389,Bandit,Policier Drame Thriller,,0.0,0.0,148.0,6.2,,,2022
390,Bang Bang Con: The Live,Musique,,0.0,20000000.0,11.0,8.1,,,2020
391,Bangla Surf Girls,Documentaire,,400000.0,0.0,1.0,8.0,,,2021
392,Baphomet,Horreur Thriller,,0.0,0.0,51.0,6.4,,,2021
393,Barb & Star Go to Vista Del Mar,Comédie,,0.0,0.0,183.0,5.9,,,2021
394,Barbare,Horreur Thriller,United States of America,10500000.0,45400000.0,3992.0,6.85,Zach Cregger,"Georgina Campbell, Justin Long, Bill Skarsgård, Richard Brake, Matthew Patrick Davis",2022
395,Barbie,Comédie Aventure,"United Kingdom, United States of America",145000000.0,1445638421.0,18791.0,7.0,Greta Gerwig,"Margot Robbie, Ryan Gosling, America Ferrera, Ariana Greenblatt, Issa Rae",2023
396,Barbie & Chelsea: The Lost Birthday,Animation,,0.0,0.0,96.0,7.1,,,2021
397,"Barbie: Big City, Big Dreams",Animation Musique Familial,,0.0,0.0,148.0,7.1,,,2021
398,Barbie: Princess Adventure,Animation Musique,,0.0,0.0,234.0,7.0,,,2020
399,Barry & Joan,Documentaire,,500000.0,0.0,0.0,,,,2021
400,Bartkowiak,Action Thriller,,0.0,0.0,146.0,6.1,,,2021
401,Base Secrète,Science-Fiction Familial Action Aventure Comédie,United States of America,0.0,0.0,615.0,6.58,"Henry Joost, Ariel Schulman","Owen Wilson, Michael Peña, Walker Scobell, Momona Tamada, Keith L. Williams",2022
402,Bastion 36,Action Policier Drame Thriller,France,0.0,0.0,146.0,6.45,Olivier Marchal,"Victor Belmondo, Tewfik Jallab, Soufiane Guerrab, Juliette Dol, Yvan Attal",2025
403,Batman : Un deuil dans la famille,Animation Action,United States of America,0.0,0.0,803.0,7.14,Brandon Vietti,"Bruce Greenwood, Vincent Martella, John DiMaggio, Zehra Fazal, Gary Cole",2020
404,Batman Ninja vs. Yakuza League,Animation Action,"Japan, United States of America",0.0,0.0,166.0,6.7,"水﨑淳平, 高木真司","Kōichi Yamadera, Yuki Kaji, Kengo Kawanishi, Daisuke Ono, Ayane Sakura",2025
405,Batman and Superman: Battle of the Super Sons,Animation Action Science-Fiction,,0.0,0.0,180.0,7.9,,,2022
406,Batman: Soul of the Dragon,Animation Action Aventure Policier Fantastique,,0.0,0.0,275.0,6.9,,,2021
407,"Batman: The Long Halloween, Part One",Animation Mystère Action Policier,,0.0,0.0,549.0,7.5,,,2021
408,"Batman: The Long Halloween, Part Two",Animation Mystère Action Policier,,0.0,0.0,452.0,7.5,,,2021
409,Battleground,Documentaire,,705699.0,0.0,0.0,,,,2022
410,Be Careful What You Wish For,Horreur,,0.0,0.0,102.0,6.5,,,2020
411,Be Somebody,Mystère Comédie Drame,,40000000.0,927000000.0,20.0,7.0,,,2021
412,Bean Bandit,Animation Action Comédie Policier,,211262.0,0.0,0.0,,,,2021
413,Bear Lake Bloodbath,Horreur,,300.0,1000000.0,0.0,,,,2021
414,Beast,Thriller Action Horreur Aventure,"Iceland, United States of America, Japan",0.0,56000000.0,2635.0,6.7,Baltasar Kormákur,"Idris Elba, Leah Sava Jeffries, Iyana Halley, Sharlto Copley, Martin Munro",2022
415,Beast,Action Comédie Thriller,,19750995.0,0.0,44.0,6.0,Nelson Dilipkumar,"Joseph Vijay, Pooja Hegde, K. Selvaraghavan",2022
416,Beast Mode,Comédie Horreur,,1000000.0,0.0,18.0,6.3,,,2020
417,Beastie Boys Story,Musique Documentaire,,0.0,0.0,109.0,7.7,Spike Jonze,"Beastie Boys, Mike D, Adam Horovitz",2020
418,Beasts Clawing at Straws,Mystère Thriller Policier Drame,,0.0,5707415.0,213.0,7.2,,,2020
419,Beating Sun,Drame,,2000000.0,0.0,0.0,,,,2023
420,Beau Is Afraid,Comédie Aventure Fantastique,"United States of America, Finland",35000000.0,12337378.0,1517.0,6.8,Ari Aster,"Joaquin Phoenix, Patti LuPone, Amy Ryan, Nathan Lane, Kylie Rogers",2023
421,Beautiful Minds,Comédie Drame,,0.0,3358402.0,99.0,7.4,,,2022
422,Beavis and Butt-Head Do the Universe,Animation Comédie Science-Fiction,,0.0,0.0,136.0,7.09,,,2022
423,Beckett,Policier Mystère Thriller,,0.0,0.0,564.0,6.3,Ferdinando Cito Filomarino,"John David Washington, Boyd Holbrook, Vicky Krieps",2021
424,Beckman,Action,,1200000.0,0.0,839.0,6.1,Gabriel Sabloff,"David A.R. White, William Baldwin, Burt Young",2020
425,Becky,Thriller Policier Horreur Action,United States of America,5000000.0,1045873.0,978.0,6.33,"Jonathan Milott, Cary Murnion","Lulu Wilson, Kevin James, Joel McHale, Robert Maillet, Amanda Brugel",2020
